battle,battleLabel,year,location,locationLabel,locationCoordinates,country,countryLabel
http://www.wikidata.org/entity/Q1064923,Battle of Zhuolu,-3000,http://www.wikidata.org/entity/Q198235,Zhuolu County,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q11908709,Q11908709,-1500,http://www.wikidata.org/entity/Q617550,Apamea,Point(36.39861111 35.41833333),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q733364,Battle of Megiddo,-1486,http://www.wikidata.org/entity/Q208379,Tel Megiddo,Point(35.182086111 32.583161111),http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q11908710,Q11908710,-1324,http://www.wikidata.org/entity/Q51614,Anatolia,Point(27.68333333 37.93333333),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q11908710,Q11908710,-1314,http://www.wikidata.org/entity/Q51614,Anatolia,Point(27.68333333 37.93333333),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q25517452,Battle of the Tollense River,-1299,http://www.wikidata.org/entity/Q2237822,battlefield of the Tollense River,Point(13.310805555 53.743194444),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q203729,Battle of Kadesh,-1273,http://www.wikidata.org/entity/Q690035,Kadesh,Point(36.498028 34.555487),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q25517452,Battle of the Tollense River,-1249,http://www.wikidata.org/entity/Q2237822,battlefield of the Tollense River,Point(13.310805555 53.743194444),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q906834,Battle of Nihriya,-1237,http://www.wikidata.org/entity/Q560342,Nairi,,,
http://www.wikidata.org/entity/Q51885901,Destruction of Ugarit,-1191,http://www.wikidata.org/entity/Q191369,Ugarit,,http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q51885901,Destruction of Ugarit,-1189,http://www.wikidata.org/entity/Q191369,Ugarit,,http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q1036947,Battle of the Delta,-1177,http://www.wikidata.org/entity/Q179528,Nile Delta,Point(31.1167 30.9),http://www.wikidata.org/entity/Q79,Egypt
http://www.wikidata.org/entity/Q1036947,Battle of the Delta,-1174,http://www.wikidata.org/entity/Q179528,Nile Delta,Point(31.1167 30.9),http://www.wikidata.org/entity/Q79,Egypt
http://www.wikidata.org/entity/Q1273506,Battle of Muye,-1045,http://www.wikidata.org/entity/Q1198636,Muye District,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q4870490,Battle of Bitter Lakes,-924,http://www.wikidata.org/entity/Q526440,Great Bitter Lake,,http://www.wikidata.org/entity/Q79,Egypt
http://www.wikidata.org/entity/Q849474,Battle of Qarqar,-852,http://www.wikidata.org/entity/Q14032965,Tell Qarqur,Point(36.330543 35.742646),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q11286852,the battle of Mt. Ithome,-725,http://www.wikidata.org/entity/Q602538,Ithome,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q6647487,Battle of Diyala River,-692,http://www.wikidata.org/entity/Q188395,Nippur,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q2888775,Battle of Halule,-690,http://www.wikidata.org/entity/Q17607194,Halule,,,
http://www.wikidata.org/entity/Q4872628,Battle of Ulai,-652,http://www.wikidata.org/entity/Q1472376,Karkheh River,,http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q4872472,Battle of Susa,-646,http://www.wikidata.org/entity/Q11767,Mesopotamia,Point(48.25778 32.18922),,
http://www.wikidata.org/entity/Q612286,Battle of Nineveh,-611,http://www.wikidata.org/entity/Q5680,Nineveh,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q913818,Battle of Megiddo,-608,http://www.wikidata.org/entity/Q41621,Haifa,Point(35.18333333 32.58333333),http://www.wikidata.org/entity/Q801,Israel
http://www.wikidata.org/entity/Q633560,Battle of Carchemish,-604,http://www.wikidata.org/entity/Q283680,Carchemish,Point(38.015 36.8297),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q1278603,Battle of Yanling,-574,http://www.wikidata.org/entity/Q1198943,Yanling County,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q1568965,Battle of Pteria,-546,http://www.wikidata.org/entity/Q7256680,Pteria,Point(35.3333 39.9167),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q195881,Battle of the 300 Champions,-545,http://www.wikidata.org/entity/Q3036391,Thyrea,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q544239,Battle of Pelusium,-524,http://www.wikidata.org/entity/Q1145715,Pelusium,Point(32.5451 31.0416),http://www.wikidata.org/entity/Q79,Egypt
http://www.wikidata.org/entity/Q5723272,Q5723272,-497,http://www.wikidata.org/entity/Q47611,Ephesus,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2478443,Q2478443,-497,http://www.wikidata.org/entity/Q47611,Ephesus,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1644792,Battle of Lake Regillus,-495,http://www.wikidata.org/entity/Q27163866,Lake Regillus,Point(12.6972 41.8819),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q28650346,Q28650346,-489,http://www.wikidata.org/entity/Q738700,Lindos,Point(28.083333 36.083333),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q31900,Battle of Marathon,-489,http://www.wikidata.org/entity/Q212150,Marathon,Point(23.978333333 38.118055555),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1138660,Battle of Himera,-479,http://www.wikidata.org/entity/Q13670,Syracuse,Point(13.823986 37.973997),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q131969,Battle of Thermopylae,-479,http://www.wikidata.org/entity/Q194450,Thermopylae,Point(22.533333333 38.8),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q503982,Battle of Mycale,-478,http://www.wikidata.org/entity/Q1330828,Mycale,Point(27.1574 37.6909),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q204636,Battle of Plataea,-478,http://www.wikidata.org/entity/Q742538,Plataea,Point(23.318 38.24),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q2487876,Battle of the Cremera,-476,http://www.wikidata.org/entity/Q1139578,Cremera,Point(12.4245 42.028817),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1892581,Battle of Cumae,-473,http://www.wikidata.org/entity/Q201385,Gulf of Naples,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2705449,Battle of Mount Algidus,-457,http://www.wikidata.org/entity/Q989650,Mount Algidus,Point(12.769444 41.723056),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q975376,Battle of Oenophyta,-456,http://www.wikidata.org/entity/Q1229333,Oinofyta,Point(23.633333333 38.3),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1187461,Battle of Tanagra,-456,http://www.wikidata.org/entity/Q779310,Tanagra,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q930550,Battle of Coronea,-446,http://www.wikidata.org/entity/Q593295,"Koroneia, Boeotia",Point(22.966666666 38.35),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1356189,Battle of Potidaea,-431,http://www.wikidata.org/entity/Q999468,Potidaea,Point(23.3278 40.1937),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1356189,Battle of Potidaea,-431,http://www.wikidata.org/entity/Q999468,Potidaea,Point(23.333333 40.2),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q11908757,Q11908757,-430,http://www.wikidata.org/entity/Q742538,Plataea,Point(23.26666667 38.21666667),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1475533,Battle of Spartolos,-428,http://www.wikidata.org/entity/Q204728,Chalkidiki,Point(23.29539299 40.28319246),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q608021,Battle of Naupactus,-428,http://www.wikidata.org/entity/Q782278,Naupactus,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1543531,Battle of Tanagra,-425,http://www.wikidata.org/entity/Q779310,Tanagra,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q176416,Battle of Sphacteria,-424,http://www.wikidata.org/entity/Q1303524,Sphacteria,Point(21.665725 36.930136),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1424844,Battle of Delium,-423,http://www.wikidata.org/entity/Q1184284,Delium,Point(23.6492 38.3481),,
http://www.wikidata.org/entity/Q637544,Battle of Amphipolis,-421,http://www.wikidata.org/entity/Q217414,Amphipolis,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1362053,Battle of Mantinea,-417,http://www.wikidata.org/entity/Q1160195,Mantineia,Point(22.4 37.6),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q2889436,Battle of Melos,-414,http://www.wikidata.org/entity/Q203979,Milos,Point(24.416666666 36.683333333),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1142666,Battle of Eretria,-410,http://www.wikidata.org/entity/Q320367,Eretria,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1449563,Q1449563,-408,http://www.wikidata.org/entity/Q47611,Ephesus,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1278821,Battle of Selinus,-408,http://www.wikidata.org/entity/Q952173,Selinunte,Point(12.824722222 37.583611111),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1287213,Battle of Himera,-408,http://www.wikidata.org/entity/Q1111219,Himera,Point(13.7 37.983333333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4871833,Battle of Mytilene,-405,http://www.wikidata.org/entity/Q189059,Mytilene,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q389257,Battle of Arginusae,-405,http://www.wikidata.org/entity/Q1494288,Garip Island,Point(26.8 39.033333),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q866862,Battle of Aegospotami,-404,http://www.wikidata.org/entity/Q404513,Aegospotami,Point(26.55 40.25),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q3774218,Sack of Camarina,-404,http://www.wikidata.org/entity/Q854843,Kamarina,Point(14.4477 36.8721),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4871830,Battle of Munichia,-403,http://www.wikidata.org/entity/Q1611219,Munichia,Point(23.656 37.941),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q4872053,Battle of Piraeus,-402,http://www.wikidata.org/entity/Q58976,Piraeus,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q431205,Battle of Cunaxa,-400,http://www.wikidata.org/entity/Q1079803,Cunaxa,Point(44.079536111 33.324855555),,
http://www.wikidata.org/entity/Q540205,Battle of Veii,-395,http://www.wikidata.org/entity/Q677935,Veii,Point(12.401388888 42.023888888),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q540205,Battle of Veii,-395,http://www.wikidata.org/entity/Q677935,Veii,Point(12.40138889 42.02388889),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2118879,Battle of Haliartus,-394,http://www.wikidata.org/entity/Q359627,Haliartos,Point(23.0878 38.3792),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1671704,Battle of Nemea,-393,http://www.wikidata.org/entity/Q748108,Nemea,Point(22.710278 37.808889),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1671704,Battle of Nemea,-393,http://www.wikidata.org/entity/Q748108,Nemea,Point(22.7103 37.8089),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q733113,Battle of Coronea,-393,http://www.wikidata.org/entity/Q593295,"Koroneia, Boeotia",Point(22.96666667 38.35),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q4207050,Battle of Abacaenum,-392,http://www.wikidata.org/entity/Q1238713,Abacaenum,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q278903,Battle of Lechaeum,-390,http://www.wikidata.org/entity/Q103011,Corinth,Point(22.884225 37.934142),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1752814,Battle of the Elleporus,-388,http://www.wikidata.org/entity/Q724188,Stilaro,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1964354,Q1964354,-386,http://www.wikidata.org/entity/Q34925,Capitoline Hill,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q655777,Battle of the Allia,-386,http://www.wikidata.org/entity/Q369581,Allia,Point(12.52 42.0175),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1887701,Battle of Naxos,-375,http://www.wikidata.org/entity/Q188527,Naxos Island,Point(25.375576 37.106821),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q174253,Battle of Tegyra,-374,http://www.wikidata.org/entity/Q2361783,Tegyra,Point(22.957728 38.534199),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q461599,Battle of Leuctra,-370,http://www.wikidata.org/entity/Q8257871,Boeotia Regional Unit,Point(23.083333333 38.416666666),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q2334746,Battle of Cynoscephalae,-363,http://www.wikidata.org/entity/Q166919,Thessaly,Point(22.83 39.36),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q233399,Battle of Mantinea,-361,http://www.wikidata.org/entity/Q1160195,Mantineia,Point(22.4 37.6),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q2065036,Battle of Guiling,-353,http://www.wikidata.org/entity/Q58570,Handan,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q853635,Battle of Suessula,-342,http://www.wikidata.org/entity/Q2274328,Suessula,Point(14.4 40.9833),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1543543,Battle of the Crimissus,-340,http://www.wikidata.org/entity/Q933397,Crinisus,Point(12.8375 37.940833333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q571269,Battle of Vesuvius,-339,http://www.wikidata.org/entity/Q524,Mount Vesuvius (33T),Point(14.4261 40.8211),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1543543,Battle of the Crimissus,-338,http://www.wikidata.org/entity/Q933397,Crinisus,Point(12.8375 37.940833333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q200716,Battle of Chaeronea,-337,http://www.wikidata.org/entity/Q549874,Chaeronea,Point(22.966667 38.35),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q19823647,Battle of Mount Haemus,-334,http://www.wikidata.org/entity/Q4897067,Haemus Mons,,,
http://www.wikidata.org/entity/Q6200334,Siege of Pelium,-334,http://www.wikidata.org/entity/Q7161477,Pelion,Point(20.9028 40.8942),http://www.wikidata.org/entity/Q222,Albania
http://www.wikidata.org/entity/Q192938,Battle of the Granicus,-333,http://www.wikidata.org/entity/Q1268444,Biga Çayı,Point(27.242222222 40.228055555),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q201526,Battle of Issus,-332,http://www.wikidata.org/entity/Q1360503,Issus,Point(36.211109 36.837894),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q223220,Battle of Megalopolis,-330,http://www.wikidata.org/entity/Q823721,Megalopolis,Point(22.1422 37.4011),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q179670,Battle of Gaugamela,-330,http://www.wikidata.org/entity/Q205047,Kurdistan Region,Point(43.25 36.36),http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q179670,Battle of Gaugamela,-330,http://www.wikidata.org/entity/Q88204356,Q88204356,Point(43.25 36.36),,
http://www.wikidata.org/entity/Q112016,Battle of the Persian Gate,-329,http://www.wikidata.org/entity/Q3507255,Persian Gates,Point(51.598611111 30.708333333),http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q123215,Battle of Jaxartes,-328,http://www.wikidata.org/entity/Q483159,Syr Dar,Point(69.616667 40.283333),http://www.wikidata.org/entity/Q232,Kazakhstan
http://www.wikidata.org/entity/Q3625055,Capture of Neapolis,-326,http://www.wikidata.org/entity/Q2634,Naples,Point(14.25 40.8333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q213074,Battle of the Hydaspes,-325,http://www.wikidata.org/entity/Q169132,Punjab,Point(73.638888888 32.827777777),http://www.wikidata.org/entity/Q843,Pakistan
http://www.wikidata.org/entity/Q4872060,Battle of Plataea,-322,http://www.wikidata.org/entity/Q742538,Plataea,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q4872539,Battle of Thermopylae,-322,http://www.wikidata.org/entity/Q194450,Thermopylae,Point(22.5628 38.8053),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q16330226,Battle of the Echinades,-321,http://www.wikidata.org/entity/Q549658,Malian Gulf,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q16330226,Battle of the Echinades,-321,http://www.wikidata.org/entity/Q767387,Echinades,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1429804,Battle of Crannon,-321,http://www.wikidata.org/entity/Q166919,Thessaly,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1357977,Battle of the Caudine Forks,-320,http://www.wikidata.org/entity/Q1438,Campania,Point(14.5333 41.15),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1231054,Battle of Gaza,-311,http://www.wikidata.org/entity/Q47492,Gaza City,Point(34.45 31.51666667),http://www.wikidata.org/entity/Q42620,Palestinian National Authority
http://www.wikidata.org/entity/Q1754459,Battle of Himera,-310,http://www.wikidata.org/entity/Q13670,Syracuse,Point(15.3 37.0667),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q94414,Battle of Lake Vadimo,-309,http://www.wikidata.org/entity/Q3826072,Lake Vadimo,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1247317,Battle of Salamis,-305,http://www.wikidata.org/entity/Q767089,Salamis,Point(33.916666666 35.166666666),http://www.wikidata.org/entity/Q229,Republic of Cyprus
http://www.wikidata.org/entity/Q1887733,Battle of Bovianum,-304,http://www.wikidata.org/entity/Q277374,Bojano,Point(14.466667 41.483333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q319124,Battle of Ipsus,-300,http://www.wikidata.org/entity/Q2732880,Ipsos,Point(30.99 38.95),,
http://www.wikidata.org/entity/Q2890214,Battle of Tifernum,-296,http://www.wikidata.org/entity/Q20413,Città di Castello,Point(12.243889 43.460833),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q635839,Battle of Sentinum,-294,http://www.wikidata.org/entity/Q124886,Sassoferrato,Point(12.858333 43.433611),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1936973,Battle of Aquilonia,-292,http://www.wikidata.org/entity/Q221126,Agnone,Point(11.87 43.473333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1291237,Battle of Yique,-292,http://www.wikidata.org/entity/Q273834,Longmen Grottoes,Point(112.469722222 34.555555555),http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q2292431,Battle of Arretium,-283,http://www.wikidata.org/entity/Q13378,Arezzo,Point(11.8833 43.463),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1482311,Battle of Lake Vadimo,-282,http://www.wikidata.org/entity/Q3826072,Lake Vadimo,Point(12.323192 42.484145),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1482311,Battle of Lake Vadimo,-282,http://www.wikidata.org/entity/Q3826072,Lake Vadimo,Point(12.386389 43.460278),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2292431,Battle of Arretium,-282,http://www.wikidata.org/entity/Q13378,Arezzo,Point(11.8833 43.463),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2889686,Battle of Populonia,-281,http://www.wikidata.org/entity/Q1231948,Populonia,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q744611,Battle of Heraclea,-279,http://www.wikidata.org/entity/Q52327,Policoro,Point(16.669722 40.22),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3636635,Battle of Thurii,-279,http://www.wikidata.org/entity/Q602564,Thurii,Point(17.276944444 39.885),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q756413,Battle of Asculum,-278,http://www.wikidata.org/entity/Q51892,Ascoli Satriano,Point(15.5578 41.2156),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3636302,Battle of Thermopylae,-278,http://www.wikidata.org/entity/Q194450,Thermopylae,Point(22.5628 38.8053),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q24933842,Battle of Lysimachia,-276,http://www.wikidata.org/entity/Q517690,Lysimachia,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q24933842,Battle of Lysimachia,-276,http://www.wikidata.org/entity/Q517690,Lysimachia,,http://www.wikidata.org/entity/Q41741,Thrace
http://www.wikidata.org/entity/Q4873050,Battle of the strait of Messina,-275,http://www.wikidata.org/entity/Q134705,Strait of Messina,Point(15.6325 38.24583333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1160070,Battle of Beneventum,-274,http://www.wikidata.org/entity/Q13437,Benevento,Point(14.783333 41.133333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q917376,Battle of Agrigentum,-260,http://www.wikidata.org/entity/Q13678,Agrigento,Point(13.576547222 37.311075),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q917376,Battle of Agrigentum,-260,http://www.wikidata.org/entity/Q13678,Agrigento,Point(13.5833 37.3167),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3235767,Battle of Cos,-260,http://www.wikidata.org/entity/Q187027,Kos,Point(27.2333 36.85),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1886703,Battle of Sulci,-257,http://www.wikidata.org/entity/Q1782566,Sulci,Point(8.45 39.0667),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1355206,Battle of Tyndaris,-256,http://www.wikidata.org/entity/Q671481,Tindari,Point(15.03972222 38.14555556),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q6891,Battle of Bagradas,-254,http://www.wikidata.org/entity/Q3572,Tunis,Point(10.1659 36.7975),http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q963839,Battle of Adys,-254,http://www.wikidata.org/entity/Q269424,Uthina,Point(10.1717 36.6085),http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q3235767,Battle of Cos,-254,http://www.wikidata.org/entity/Q187027,Kos,Point(27.2333 36.85),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q9424298,Q9424298,-253,http://www.wikidata.org/entity/Q2656,Palermo,Point(13.3667 38.1167),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1476126,Battle of Panormus,-250,http://www.wikidata.org/entity/Q2656,Palermo,Point(13.3667 38.1167),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q233366,Second Battle of Drepana,-242,http://www.wikidata.org/entity/Q4951156,Sicily,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4872880,Battle of the Caecus River,-240,http://www.wikidata.org/entity/Q1436746,Bakırçay,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q928903,Battle of Utica,-239,http://www.wikidata.org/entity/Q166523,Utica,,http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q2890774,"Battle of ""The Saw""",-237,http://www.wikidata.org/entity/Q3572,Tunis,,http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q18149403,Battle of Paxos,-228,http://www.wikidata.org/entity/Q719518,Paxi,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q18149403,Battle of Paxos,-227,http://www.wikidata.org/entity/Q719518,Paxi,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q4871805,Battle of Mount Lycaeum,-226,http://www.wikidata.org/entity/Q1878690,Mount Lykaion,Point(21.975 37.45694444),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q4204610,Battle of Dyme,-225,http://www.wikidata.org/entity/Q1231662,Dyme,,,
http://www.wikidata.org/entity/Q175985,Battle of Telamon,-224,http://www.wikidata.org/entity/Q2073211,Talamone,Point(11.133 42.555),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q175985,Battle of Telamon,-224,http://www.wikidata.org/entity/Q2073211,Talamone,Point(11.133333 42.555278),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3623158,Battle of Faesulae,-224,http://www.wikidata.org/entity/Q82670,Fiesole,Point(12.386389 43.460278),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q204343,Battle of Sellasia,-221,http://www.wikidata.org/entity/Q15709786,Sellasia,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q675000,Battle of Clastidium,-221,http://www.wikidata.org/entity/Q3481739,Clastidium,Point(9.133333 45.016667),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q10671392,Battle of Nauplia,-220,http://www.wikidata.org/entity/Q202337,Nauplion,,http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1500211,Battle of Cissa,-217,http://www.wikidata.org/entity/Q1501940,Tarraco,Point(1.24959 41.1157),http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q870783,Battle of Rhone Crossing,-217,http://www.wikidata.org/entity/Q602,Rhône,Point(4.809722 44.138333),http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q870783,Battle of Rhone Crossing,-217,http://www.wikidata.org/entity/Q602,Rhône,Point(4.809722 44.138333),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q378957,Battle of Ticinus,-217,http://www.wikidata.org/entity/Q14366,Ticino,Point(8.866666666 45.25),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q378957,Battle of Ticinus,-217,http://www.wikidata.org/entity/Q14366,Ticino,Point(8.866666666 45.25),http://www.wikidata.org/entity/Q39,Switzerland
http://www.wikidata.org/entity/Q271873,Battle of the Trebia,-217,http://www.wikidata.org/entity/Q13329,Piacenza,Point(9.6 45.05),http://www.wikidata.org/entity/Q38,Italy
